name,year,number,price,own,last_name
Dwight Evans,1979,155,1.5,0,Evans
Jack Morris,1979,251,1.75,0,Morris
Alan Trammell,1979,358,1.75,0,Trammell
Dave Parker,1979,430,0.3,0,Parker
Ted Simmons,1979,510,0.73,0,Simmons
Pete Rose,1979,650,6,0,Rose
Ted Simmons,1980,85,0.55,0,Simmons
Alan Trammell,1980,232,1.2,0,Trammell
Dale Murphy,1980,274,2.24,0,Murphy
Steve Garvey,1980,290,0.9,0,Garvey
Dave Parker,1980,310,0.52,0,Parker
Jack Morris,1980,371,0.65,0,Morris
Dwight Evans,1980,405,1.05,0,Evans
Pete Rose,1980,540,2.49,0,Rose
Pete Rose,1981,180,0.99,0,Rose
Dwight Evans,1981,275,0.9,0,Evans
Harold Baines,1981,347,3.5,0,Baines
Dale Murphy,1981,504,0.75,0,Murphy
Steve Garvey,1981,530,0.6,0,Garvey
Jack Morris,1981,572,0.6,0,Morris
Dave Parker,1981,640,0.4,0,Parker
Ted Simmons,1981,705,0.33,0,Simmons
Alan Trammell,1981,709,0.4,0,Trammell
Dave Parker,1982,40,0.29,0,Parker
Ted Simmons,1982,150,0.35,0,Simmons
Steve Garvey,1982,179,0.35,0,Garvey
Dwight Evans,1982,355,0.78,0,Evans
Jack Morris,1982,450,0.35,0,Morris
Lee Smith,1982,452,3.65,0,Smith
Alan Trammell,1982,475,0.3,0,Trammell
Dale Murphy,1982,668,0.4,0,Murphy
Harold Baines,1982,684,0.35,0,Baines
Pete Rose,1982,780,4,0,Rose
Jack Morris,1983,65,0.8,0,Morris
Alan Trammell,1983,95,0.35,0,Trammell
Pete Rose,1983,100,4.5,0,Rose
Dwight Evans,1983,135,0.79,0,Evans
Harold Baines,1983,177,0.3,0,Baines
Dave Parker,1983,205,0.33,0,Parker
Ted Simmons,1983,450,0.3,0,Simmons
Steve Garvey,1983,610,0.4,0,Garvey
Lee Smith,1983,699,0.75,0,Smith
Dale Murphy,1983,760,0.45,0,Murphy
Don Mattingly,1984,8,30,0,Mattingly
Julio Franco,1984,48,1.5,0,Franco
Dale Murphy,1984,150,0.65,0,Murphy
Lee Smith,1984,176,0.95,0,Smith
Darryl Strawberry,1984,182,2.83,0,Strawberry
Jack Morris,1984,195,0.65,0,Morris
Pete Rose,1984,300,2.25,0,Rose
Steve Garvey,1984,380,0.24,0,Garvey
Harold Baines,1984,434,0.85,0,Baines
Alan Trammell,1984,510,0.85,0,Trammell
Ted Simmons,1984,630,0.3,0,Simmons
Dwight Evans,1984,720,0.9,0,Evans
Dave Parker,1984,775,0.5,0,Parker
Dave Parker,1985,175,0.45,0,Parker
Roger Clemens,1985,181,15,0,Clemens
Julio Franco,1985,237,0.75,0,Franco
Harold Baines,1985,249,0.85,0,Baines
Ted Simmons,1985,318,0.25,0,Simmons
Dale Murphy,1985,320,0.4,0,Murphy
Mark McGwire,1985,401,19,0,McGwire
Steve Garvey,1985,450,0.25,0,Garvey
Lee Smith,1985,511,0.75,0,Smith
Darryl Strawberry,1985,570,0.95,0,Strawberry
Dwight Evans,1985,580,0.73,0,Evans
Pete Rose,1985,600,2,0,Rose
Jack Morris,1985,610,0.75,0,Morris
Dwight Gooden,1985,620,0.75,0,Gooden
Eric Davis,1985,627,2,0,Davis
Don Mattingly,1985,665,5,0,Mattingly
Alan Trammell,1985,690,0.75,0,Trammell
Joe Carter,1985,694,1,0,Carter
Pete Rose,1986,1,2,0,Rose
Eric Davis,1986,28,1,0,Davis
Dwight Evans,1986,60,0.85,0,Evans
Darryl Strawberry,1986,80,0.55,0,Strawberry
Alan Trammell,1986,130,0.75,0,Trammell
Don Mattingly,1986,180,1.25,0,Mattingly
Ted Simmons,1986,237,0.15,0,Simmons
Dwight Gooden,1986,250,0.7,0,Gooden
Jack Morris,1986,270,0.5,0,Morris
Lee Smith,1986,355,0.75,0,Smith
Vince Coleman,1986,370,1,0,Coleman
Joe Carter,1986,377,0.8,0,Carter
Cecil Fielder,1986,386,2,0,Fielder
Julio Franco,1986,391,0.5,0,Franco
Dave Parker,1986,595,0.35,0,Parker
Dale Murphy,1986,600,0.35,0,Murphy
Steve Garvey,1986,660,0.27,0,Garvey
Roger Clemens,1986,661,1.5,0,Clemens
Harold Baines,1986,755,0.85,0,Baines
Lee Smith,1987,23,0.75,0,Smith
Steve Garvey,1987,100,0.1,0,Garvey
Dwight Gooden,1987,130,0.45,0,Gooden
Julio Franco,1987,160,0.65,0,Franco
Bo Jackson,1987,170,2.25,0,Jackson
Cecil Fielder,1987,178,0.65,0,Fielder
Bobby Bonilla,1987,184,0.85,0,Bonilla
Pete Rose,1987,200,0.7,0,Rose
Joe Carter,1987,220,0.6,0,Carter
Barry Bonds,1987,320,10.5,0,Bonds
Roger Clemens,1987,340,1.5,0,Clemens
Mark McGwire,1987,366,2.99,0,McGwire
Eric Davis,1987,412,0.5,0,Davis
Will Clark,1987,420,1.35,0,Clark
Darryl Strawberry,1987,460,0.04,0,Strawberry
Dale Murphy,1987,490,0.4,0,Murphy
Don Mattingly,1987,500,0.75,0,Mattingly
Ted Simmons,1987,516,0.1,0,Simmons
Vince Coleman,1987,590,0.05,0,Coleman
Jose Canseco,1987,620,1.5,0,Canseco
Rafael Palmeiro,1987,634,1.55,0,Palmeiro
Dwight Evans,1987,645,0.13,0,Evans
Kevin Mitchell,1987,653,1,0,Mitchell
Alan Trammell,1987,687,0.7,0,Trammell
Dave Parker,1987,691,0.5,0,Parker
Harold Baines,1987,772,0.7,0,Baines
Jack Morris,1987,778,0.5,0,Morris
