name,year,number,condition,date,bids,price
Billy Williams,1961,141,NR-MINT,2020-10-26,14,76
Billy Williams,1961,141,EX-EXMINT,2020-10-24,9,30.08
Billy Williams,1961,141,VG-VGEX,2020-10-21,20,22.5
Billy Williams,1961,141,EX-EXMINT,2020-10-18,15,43
Billy Williams,1961,141,NR-MINT,2020-10-07,11,83.66
Whitey Ford,1961,160,NR-MINT,2021-01-03,20,89
Whitey Ford,1961,160,VG-VGEX (wrinkle),2021-01-02,8,11.5
Whitey Ford,1961,160,VG-VGEX (crease),2021-01-02,12,9.59
Whitey Ford,1961,160,VG-VGEX,2020-12-23,13,16.5
Whitey Ford,1961,160,EX-EXMINT,2020-12-20,16,23.5
Whitey Ford,1961,160,VG-VGEX (crease),2020-12-18,11,11.5
Whitey Ford,1961,160,EX-EXMINT,2020-12-17,6,11.5
Whitey Ford,1961,160,NR-MINT,2020-12-13,25,81
Whitey Ford,1961,160,LOW GRADE (crease),2020-12-11,4,5.59
Whitey Ford,1961,160,VG-VGEX (wrinkle),2020-12-11,8,12.5
Whitey Ford,1961,160,LOW GRADE (filler),2020-12-11,6,5.12
Whitey Ford,1961,160,LOW GRADE (crease),2020-12-11,5,4.25
Whitey Ford,1961,160,NR-MINT,2020-12-10,22,86
Whitey Ford,1961,160,NR-MINT,2020-12-06,23,167.5
Whitey Ford,1961,160,LOW GRADE (crease),2020-12-04,5,3.85
Whitey Ford,1961,160,LOW GRADE,2020-12-04,6,11.5
Whitey Ford,1961,160,EX-EXMINT,2020-11-30,14,14.5
Whitey Ford,1961,160,LOW GRADE,2020-11-27,7,6.5
Whitey Ford,1961,160,EX-EXMINT,2020-11-25,15,23.5
Whitey Ford,1961,160,VG-VGEX,2020-11-21,15,18.5
Whitey Ford,1961,160,LOW GRADE (filler),2020-11-20,7,4.25
Whitey Ford,1961,160,VG-VGEX,2020-11-16,24,12.52
Whitey Ford,1961,160,LOW GRADE,2020-11-13,7,9.49
Whitey Ford,1961,160,EX-EXMINT,2020-11-07,15,16.06
Whitey Ford,1961,160,EX-EXMINT,2020-11-05,9,26.81
Whitey Ford,1961,160,NR-MINT,2020-11-03,13,38.11
Whitey Ford,1961,160,VG-VGEX,2020-10-31,9,8.5
Whitey Ford,1961,160,LOW GRADE (crease),2020-10-30,5,5.62
Whitey Ford,1961,160,LOW GRADE (filler),2020-10-30,4,4.25
Whitey Ford,1961,160,LOW GRADE (crease),2020-10-30,8,9
Whitey Ford,1961,160,EX-EXMINT,2020-10-29,14,16.32
Whitey Ford,1961,160,EX-EXMINT,2020-10-26,13,58
Whitey Ford,1961,160,EX-EXMINT,2020-10-24,16,61
Whitey Ford,1961,160,EX-EXMINT,2020-10-22,25,102
Whitey Ford,1961,160,EX-EXMINT,2020-10-21,19,38.78
Whitey Ford,1961,160,VG-VGEX,2020-10-18,21,28.02
Whitey Ford,1961,160,VG-VGEX,2020-10-07,5,6.05
Don Drysdale,1961,260,VG-VGEX,2021-01-03,10,15.5
Don Drysdale,1961,260,VG-VGEX (wrinkle),2021-01-02,8,12.99
Don Drysdale,1961,260,VG-VGEX (crease),2021-01-02,6,6.5
Don Drysdale,1961,260,VG-VGEX (crease),2020-12-26,4,5.5
Don Drysdale,1961,260,LOW GRADE (crease),2020-12-26,7,6.56
Don Drysdale,1961,260,VG- VGEX,2020-12-23,12,13.25
Don Drysdale,1961,260,VG-VGEX,2020-12-20,12,15.85
Don Drysdale,1961,260,VG-VGEX (wrinkle),2020-12-18,8,9.5
Don Drysdale,1961,260,EX-EXMINT,2020-12-17,9,12.5
Don Drysdale,1961,260,EX-EXMINT,2020-12-13,6,11.49
Don Drysdale,1961,260,EX-EXMINT,2020-12-10,13,14.5
Don Drysdale,1961,260,NR-MINT,2020-12-06,27,68
Don Drysdale,1961,260,LOW GRADE (crease),2020-12-04,7,5.51
Don Drysdale,1961,260,EX-EXMINT,2020-11-30,10,7.06
Don Drysdale,1961,260,LOW GRADE (crease),2020-11-27,6,6.79
Don Drysdale,1961,260,EX-EXMINT,2020-11-25,15,21.12
Don Drysdale,1961,260,VG-VGEX (wrinkle),2020-11-20,7,12.3
Don Drysdale,1961,260,VG-VGEX,2020-11-16,12,7.5
Don Drysdale,1961,260,NR-MINT,2020-11-05,16,54
Don Drysdale,1961,260,NM-MT OR BETTER,2020-11-03,26,80.09
Don Drysdale,1961,260,VG-VGEX,2020-10-29,10,27
Don Drysdale,1961,260,VG-VGEX,2020-10-28,11,41
Don Drysdale,1961,260,EX-EXMINT,2020-10-26,9,34.77
Don Drysdale,1961,260,NR-MINT,2020-10-24,17,61
Don Drysdale,1961,260,EX-EXMINT,2020-10-22,12,20.5
Don Drysdale,1961,260,EX-EXMINT,2020-10-21,15,16.5
Don Drysdale,1961,260,NR-MINT,2020-10-18,8,26
Don Drysdale,1961,260,LOW GRADE (crease),2020-10-16,4,2.85
Don Drysdale,1961,260,VG-VGEX,2020-10-10,13,16.01
Juan Marichal,1961,417,EX-EXMINT,2020-12-20,12,77
Juan Marichal,1961,417,VG-VGEX (wrinkle),2020-12-18,29,281
Juan Marichal,1961,417,NR-MINT,2020-12-13,27,244.07
Juan Marichal,1961,417,VG-VGEX (crease),2020-12-11,20,66
Juan Marichal,1961,417,VG-VGEX,2020-12-06,14,48.99
Juan Marichal,1961,417,LOW GRADE (crease),2020-12-04,17,57
Juan Marichal,1961,417,LOW GRADE (crease),2020-12-04,30,47
Juan Marichal,1961,417,EX-EXMINT,2020-11-30,18,72
Juan Marichal,1961,417,EX-EXMINT,2020-11-25,17,50.77
Juan Marichal,1961,417,VG-VGEX,2020-11-07,26,34
Juan Marichal,1961,417,EX-EXMINT,2020-11-05,22,81.25
Juan Marichal,1961,417,NR-MINT,2020-11-03,11,142.5
Juan Marichal,1961,417,VG-VGEX,2020-10-31,15,41
Juan Marichal,1961,417,VG-VGEX,2020-10-26,19,55.82
Juan Marichal,1961,417,EX-EXMINT,2020-10-24,24,93
Juan Marichal,1961,417,VG-VGEX,2020-10-22,16,60.62
Juan Marichal,1961,417,VG-VGEX,2020-10-18,14,86
Juan Marichal,1961,417,NR-MINT,2020-10-11,28,258.88
Yogi Berra,1961,425,NR-MINT,2021-01-03,28,229
Yogi Berra,1961,425,EX-EXMINT,2020-12-20,16,75
Yogi Berra,1961,425,NR-MINT,2020-12-17,26,136.5
Yogi Berra,1961,425,VG-VGEX,2020-12-10,22,38
Yogi Berra,1961,425,EX-EXMINT,2020-12-06,19,72.78
Yogi Berra,1961,425,LOW GRADE (crease),2020-12-04,7,10.51
Yogi Berra,1961,425,LOW GRADE,2020-12-04,9,34
Yogi Berra,1961,425,EX-EXMINT,2020-11-30,31,90.77
Yogi Berra,1961,425,VG-VGEX,2020-11-25,15,33
Yogi Berra,1961,425,EX-EXMINT,2020-11-05,20,79
Yogi Berra,1961,425,NR-MINT,2020-11-03,23,79.77
Yogi Berra,1961,425,VG-VGEX,2020-10-26,5,15.5
Yogi Berra,1961,425,EX-EXMINT,2020-10-24,27,128.5
Yogi Berra,1961,425,NR-MINT,2020-10-18,34,191.5
Luis Aparicio,1961,440,EX-EXMINT,2021-01-03,7,17.5
Luis Aparicio,1961,440,EX-EXMINT,2020-12-20,10,6.29
Luis Aparicio,1961,440,EX-EXMINT,2020-12-17,6,6.5
Luis Aparicio,1961,440,EX-EXMINT,2020-12-13,7,4.38
Luis Aparicio,1961,440,NR-MINT,2020-12-10,9,22.5
Luis Aparicio,1961,440,NR-MINT,2020-12-06,8,5.5
Luis Aparicio,1961,440,VG-VGEX (wrinkle),2020-12-04,3,2.04
Luis Aparicio,1961,440,VG-VGEX,2020-11-30,4,1.91
Luis Aparicio,1961,440,VG-VGEX,2020-11-25,7,5.78
Luis Aparicio,1961,440,NR-MINT,2020-11-21,9,13.83
Luis Aparicio,1961,440,LOW GRADE (crease),2020-11-20,2,0.84
Luis Aparicio,1961,440,EX-EXMINT,2020-11-16,9,4.25
Luis Aparicio,1961,440,VG-VGEX (miscut),2020-11-06,5,5.5
Luis Aparicio,1961,440,EX-EXMINT,2020-11-05,9,12.19
Luis Aparicio,1961,440,NR-MINT,2020-11-03,9,8
Luis Aparicio,1961,440,NR-MINT,2020-10-26,11,11.61
Luis Aparicio,1961,440,EX-EXMINT,2020-10-24,8,7.58
Luis Aparicio,1961,440,VG-VGEX,2020-10-22,6,6.3
Luis Aparicio,1961,440,VG-VGEX,2020-10-21,4,3.27
Luis Aparicio,1961,440,VG-VGEX,2020-10-18,4,3
Luis Aparicio,1961,440,EX-EXMINT,2020-10-11,10,5.02
Duke Snider,1961,443,EX-EXMINT,2021-01-03,16,17.09
Duke Snider,1961,443,LOW GRADE (crease),2021-01-02,10,8.89
Duke Snider,1961,443,VG-VGEX,2020-12-23,7,8.05
Duke Snider,1961,443,EX-EXMINT,2020-12-20,10,21.53
Duke Snider,1961,443,EX-EXMINT,2020-12-17,11,22.1
Duke Snider,1961,443,EX-EXMINT,2020-12-13,13,10.5
Duke Snider,1961,443,LOW GRADE (filler),2020-12-11,4,2.3
Duke Snider,1961,443,LOW GRADE,2020-12-11,6,4.75
Duke Snider,1961,443,LOW GRADE,2020-12-11,5,4.6
Duke Snider,1961,443,EX-EXMINT,2020-12-10,15,12
Duke Snider,1961,443,EX-EXMINT,2020-12-06,12,11.5
Duke Snider,1961,443,VG-VGEX (crease),2020-12-04,10,7.61
Duke Snider,1961,443,EX-EXMINT (marked),2020-12-04,13,9.5
Duke Snider,1961,443,EX-EXMINT,2020-11-30,14,20.37
Duke Snider,1961,443,VG-VGEX (crease),2020-11-27,9,7
Duke Snider,1961,443,LOW GRADE (filler),2020-11-27,5,6
Duke Snider,1961,443,NR-MINT,2020-11-25,24,95
Duke Snider,1961,443,EX-EXMINT,2020-11-21,16,25.01
Duke Snider,1961,443,VG-VGEX (crease),2020-11-20,9,7.77
Duke Snider,1961,443,VG-VGEX,2020-11-08,5,5.5
Duke Snider,1961,443,VG-VGEX,2020-11-07,9,9.39
Duke Snider,1961,443,EX-EXMINT,2020-11-05,15,23.72
Duke Snider,1961,443,EX-EXMINT,2020-11-03,18,18.5
Duke Snider,1961,443,EX-EXMINT,2020-10-31,14,22
Duke Snider,1961,443,VG-VGEX (wrinkle),2020-10-30,11,8
Duke Snider,1961,443,LOW GRADE (crease),2020-10-30,8,8.48
Duke Snider,1961,443,VG-VGEX,2020-10-28,9,6.83
Duke Snider,1961,443,EX-EXMINT,2020-10-24,13,27
Duke Snider,1961,443,VG-VGEX (wrinkle),2020-10-23,5,10.5
Duke Snider,1961,443,LOW GRADE (crease),2020-10-23,6,7.51
Duke Snider,1961,443,VG-VGEX,2020-10-22,8,11.06
Duke Snider,1961,443,EX-EXMINT,2020-10-21,11,16.5
Duke Snider,1961,443,EX-EXMINT,2020-10-18,14,20.5
Duke Snider,1961,443,LOW GRADE (crease),2020-10-16,10,11.5
Duke Snider,1961,443,EX-EXMINT,2020-10-11,10,17.48
Duke Snider,1961,443,VG-VGEX (crease),2020-10-09,6,8.88
Early Wynn,1961,455,VG-VGEX,2021-01-03,3,4.75
Early Wynn,1961,455,VG-VGEX (crease),2021-01-02,7,2.47
Early Wynn,1961,455,VG-VGEX (crease),2021-01-02,5,3.7
Early Wynn,1961,455,NR-MINT,2020-12-20,9,12.65
Early Wynn,1961,455,EX-EXMINT,2020-12-17,5,5.13
Early Wynn,1961,455,EX-EXMINT,2020-12-06,6,6.25
Early Wynn,1961,455,LOW GRADE (filler),2020-12-04,4,1.25
Early Wynn,1961,455,LOW GRADE,2020-12-04,4,2.17
Early Wynn,1961,455,VG-VGEX,2020-11-21,8,3.3
Early Wynn,1961,455,VG-VGEX,2020-11-07,3,2.48
Early Wynn,1961,455,NM-MT OR BETTER,2020-11-05,7,12.5
Early Wynn,1961,455,NM-MT OR BETTER,2020-11-03,8,12.5
Early Wynn,1961,455,LOW GRADE (filler),2020-10-30,4,2.3
Early Wynn,1961,455,VG-VGEX,2020-10-28,3,2.5
Early Wynn,1961,455,EX-EXMINT,2020-10-28,8,5.75
Early Wynn,1961,455,EX-EXMINT,2020-10-26,4,5.51
Early Wynn,1961,455,NR-MINT,2020-10-24,16,16.5
Early Wynn,1961,455,EX-EXMINT,2020-10-18,9,10.5
Early Wynn,1961,455,EX-EXMINT,2020-10-15,6,4.3
Early Wynn,1961,455,EX-EXMINT,2020-10-14,7,9.05
Early Wynn,1961,455,EX-EXMINT,2020-10-11,4,8.51
Early Wynn,1961,455,VG-VGEX,2020-10-10,4,3.82
Hoyt Wilhelm,1961,545,VG-VGEX (wrinkle),2020-12-18,15,21.5
Hoyt Wilhelm,1961,545,NR-MINT,2020-12-06,20,61.1
Hoyt Wilhelm,1961,545,LOW GRADE (crease),2020-12-04,11,17.5
Hoyt Wilhelm,1961,545,VG-VGEX,2020-11-30,15,26
Hoyt Wilhelm,1961,545,EX-EXMINT,2020-11-25,13,31.66
Hoyt Wilhelm,1961,545,NR-MINT,2020-11-21,16,61.1
Hoyt Wilhelm,1961,545,VG-VGEX (crease),2020-11-20,11,15.56
Hoyt Wilhelm,1961,545,EX-EXMINT,2020-11-05,13,27
Hoyt Wilhelm,1961,545,NR-MINT,2020-11-03,21,52.88
Hoyt Wilhelm,1961,545,VG-VGEX,2020-10-24,10,28
Hoyt Wilhelm,1961,545,VG-VGEX (crease),2020-10-23,7,22.52
Hoyt Wilhelm,1961,545,EX-EXMINT,2020-10-14,12,51.1
Hoyt Wilhelm,1961,545,NR-MINT,2020-10-11,19,52
Eddie Mathews,1962,30,LOW GRADE,2021-01-02,9,6.28
Eddie Mathews,1962,30,VG- VGEX,2020-12-23,18,9.51
Eddie Mathews,1962,30,EX-EXMINT,2020-12-22,16,34
Eddie Mathews,1962,30,VG-VGEX,2020-12-15,8,15.01
Eddie Mathews,1962,30,VG-VGEX,2020-12-10,3,8.27
Eddie Mathews,1962,30,VG-VGEX,2020-12-06,7,10.75
Eddie Mathews,1962,30,LOW GRADE (crease),2020-12-04,6,4.1
Eddie Mathews,1962,30,LOW GRADE,2020-12-04,7,5.5
Eddie Mathews,1962,30,VG-VGEX,2020-11-30,9,12.5
Eddie Mathews,1962,30,VG-VGEX,2020-11-25,6,10.05
Eddie Mathews,1962,30,EX-EXMINT,2020-11-21,11,19.5
Eddie Mathews,1962,30,LOW GRADE (filler),2020-11-13,6,5.55
Eddie Mathews,1962,30,VG-VGEX,2020-11-03,6,14.28
Eddie Mathews,1962,30,VG-VGEX,2020-10-31,7,15.25
Eddie Mathews,1962,30,VG-VGEX (wrinkle),2020-10-30,7,4.58
Eddie Mathews,1962,30,LOW GRADE (crease),2020-10-30,6,5.57
Eddie Mathews,1962,30,LOW GRADE (crease),2020-10-30,6,4
Eddie Mathews,1962,30,VG-VGEX,2020-10-28,11,22.5
Eddie Mathews,1962,30,VG-VGEX (wrinkle),2020-10-23,5,8.79
Eddie Mathews,1962,30,EX-EXMINT,2020-10-22,14,33
Eddie Mathews,1962,30,VG-VGEX,2020-10-18,7,7
Eddie Mathews,1962,30,VG-VGEX,2020-10-15,9,11.56
Eddie Mathews,1962,30,VG-VGEX,2020-10-14,5,4.88
Harmon Killebrew,1962,70,VG-VGEX (crease),2021-01-02,8,10.5
Harmon Killebrew,1962,70,LOW GRADE (filler),2021-01-02,5,6.27
Harmon Killebrew,1962,70,EX-EXMINT,2020-12-22,13,22.5
Harmon Killebrew,1962,70,VG-VGEX,2020-12-10,12,14.5
Harmon Killebrew,1962,70,VG-VGEX,2020-12-06,12,8.39
Harmon Killebrew,1962,70,LOW GRADE (crease),2020-12-04,8,4.02
Harmon Killebrew,1962,70,LOW GRADE,2020-12-04,9,8.22
Harmon Killebrew,1962,70,NM-MT OR BETTER,2020-11-30,14,107.5
Harmon Killebrew,1962,70,EX-EXMINT,2020-11-25,13,24.35
Harmon Killebrew,1962,70,LOW GRADE,2020-11-20,3,4.09
Harmon Killebrew,1962,70,VG-VGEX (crease),2020-11-06,8,8.6
Harmon Killebrew,1962,70,VG-VGEX,2020-11-05,9,6.39
Harmon Killebrew,1962,70,VG-VGEX,2020-11-03,8,9
Harmon Killebrew,1962,70,VG-VGEX,2020-10-31,11,13.06
Harmon Killebrew,1962,70,VG-VGEX (marked),2020-10-23,6,5.09
Harmon Killebrew,1962,70,EX-EXMINT,2020-10-15,24,29
Harmon Killebrew,1962,70,LOW GRADE,2020-10-09,5,4
Harmon Killebrew,1962,70,LOW GRADE (crease),2020-10-09,7,3.58
Gaylord Perry,1962,199,VG-VGEX (crease),2021-01-02,13,34
Gaylord Perry,1962,199,VG-VGEX,2020-12-15,10,30.25
Gaylord Perry,1962,199,VG-VGEX,2020-12-10,11,33
Gaylord Perry,1962,199,EX-EXMINT,2020-12-06,13,65.08
Gaylord Perry,1962,199,LOW GRADE (crease),2020-12-04,18,20
Gaylord Perry,1962,199,LOW GRADE,2020-12-04,15,19.5
Gaylord Perry,1962,199,VG-VGEX,2020-11-30,17,41
Gaylord Perry,1962,199,LOW GRADE (crease) (marked),2020-11-27,11,17
Gaylord Perry,1962,199,VG-VGEX,2020-11-05,9,31.9
Gaylord Perry,1962,199,VG-VGEX,2020-11-03,14,33
Gaylord Perry,1962,199,VG-VGEX,2020-10-31,23,46.9
Gaylord Perry,1962,199,VG-VGEX (crease),2020-10-30,11,21.5
Gaylord Perry,1962,199,VG-VGEX (crease),2020-10-30,10,24
Gaylord Perry,1962,199,VG-VGEX,2020-10-15,11,22.5
Gaylord Perry,1962,199,VG-VGEX (crease),2020-10-09,16,29
Gaylord Perry,1962,199,VG-VGEX,2020-10-08,14,32
Gaylord Perry,1962,199,VG-VGEX,2020-10-07,13,28.77
Robin Roberts,1962,243,VG-VGEX (wrinkle),2021-01-02,7,5.5
Robin Roberts,1962,243,EX-EXMINT,2020-12-15,7,4.25
Robin Roberts,1962,243,EX-EXMINT,2020-12-06,7,7.5
Robin Roberts,1962,243,LOW GRADE,2020-12-04,5,1.36
Robin Roberts,1962,243,NR-MINT,2020-11-30,12,15.6
Robin Roberts,1962,243,EX-EXMINT,2020-11-25,7,6.35
Robin Roberts,1962,243,VG-VGEX,2020-11-21,2,1.25
Robin Roberts,1962,243,VG-VGEX,2020-10-29,5,3.25
Robin Roberts,1962,243,VG-VGEX,2020-10-29,6,4.25
Robin Roberts,1962,243,EX-EXMINT,2020-10-28,5,3.12
Robin Roberts,1962,243,EX-EXMINT,2020-10-15,3,4.8
Billy Williams,1962,288,VG-VGEX (crease),2021-01-02,20,20.5
Billy Williams,1962,288,VG-VGEX (wrinkle),2020-12-26,6,9
Billy Williams,1962,288,VG-VGEX,2020-12-19,5,7.5
Billy Williams,1962,288,EX-EXMINT,2020-12-15,20,45
Billy Williams,1962,288,EX-EXMINT,2020-12-10,14,23.05
Billy Williams,1962,288,NR-MINT,2020-12-06,11,64
Billy Williams,1962,288,NM-MT OR BETTER,2020-11-30,32,322
Billy Williams,1962,288,LOW GRADE (filler),2020-11-27,4,3
Billy Williams,1962,288,LOW GRADE (crease),2020-11-27,5,4.24
Billy Williams,1962,288,LOW GRADE,2020-11-20,4,4.25
Billy Williams,1962,288,VG-VGEX (marked),2020-11-13,8,8
Billy Williams,1962,288,VG-VGEX (crease),2020-10-30,11,4.9
Billy Williams,1962,288,VG-VGEX (crease),2020-10-23,6,9.5
Billy Williams,1962,288,VG-VGEX,2020-10-15,4,8.05
Billy Williams,1962,288,VG-VGEX,2020-10-07,6,12.94
Whitey Ford,1962,310,LOW GRADE (crease),2021-01-02,6,5.5
Whitey Ford,1962,310,VG-VGEX,2020-12-22,11,15.59
Whitey Ford,1962,310,VG-VGEX,2020-12-19,9,11.5
Whitey Ford,1962,310,EX-EXMINT,2020-12-15,13,23.5
Whitey Ford,1962,310,EX-EXMINT,2020-12-10,13,18.27
Whitey Ford,1962,310,EX-EXMINT,2020-12-06,21,31
Whitey Ford,1962,310,LOW GRADE (filler),2020-12-04,8,6.1
Whitey Ford,1962,310,LOW GRADE (crease),2020-12-04,8,9.5
Whitey Ford,1962,310,EX-EXMINT,2020-11-30,13,26.55
Whitey Ford,1962,310,LOW GRADE (crease),2020-11-27,6,5.6
Whitey Ford,1962,310,LOW GRADE,2020-11-27,9,6.5
Whitey Ford,1962,310,VG-VGEX,2020-11-25,9,9.38
Whitey Ford,1962,310,LOW GRADE,2020-11-20,8,9.5
Whitey Ford,1962,310,VG-VGEX,2020-11-16,6,12.01
Whitey Ford,1962,310,LOW GRADE (filler),2020-10-30,6,4.75
Whitey Ford,1962,310,LOW GRADE (crease),2020-10-30,6,6.5
Whitey Ford,1962,310,VG-VGEX,2020-10-29,8,14.5
Whitey Ford,1962,310,VG-VGEX,2020-10-28,13,16.82
Whitey Ford,1962,310,VG-VGEX (wrinkle),2020-10-23,6,12.5
Whitey Ford,1962,310,LOW GRADE (crease),2020-10-23,5,4.5
Whitey Ford,1962,310,EX-EXMINT,2020-10-22,22,42.74
Whitey Ford,1962,310,VG-VGEX,2020-10-15,22,22.5
Whitey Ford,1962,310,VG-VGEX,2020-10-07,10,13.05
Luis Aparicio,1962,325,VG-VGEX (wrinkle),2021-01-02,7,6
Luis Aparicio,1962,325,VG-VGEX (crease),2021-01-02,5,5.03
Luis Aparicio,1962,325,LOW GRADE,2020-12-26,4,2.35
Luis Aparicio,1962,325,EX-EXMINT,2020-12-19,9,6.5
Luis Aparicio,1962,325,VG-VGEX,2020-12-10,3,3.54
Luis Aparicio,1962,325,NR-MINT,2020-12-06,9,13.5
Luis Aparicio,1962,325,VG-VGEX,2020-11-25,3,2.25
Luis Aparicio,1962,325,VG-VGEX,2020-11-21,9,8.5
Luis Aparicio,1962,325,LOW GRADE (crease),2020-11-20,5,1.58
Luis Aparicio,1962,325,VG-VGEX,2020-10-26,6,4
Luis Aparicio,1962,325,VG-VGEX,2020-10-15,2,4.01
Don Drysdale,1962,340,VG-VGEX (wrinkle),2021-01-02,10,11.5
Don Drysdale,1962,340,VG-VGEX,2020-12-22,7,10.72
Don Drysdale,1962,340,EX-EXMINT,2020-12-19,10,13.5
Don Drysdale,1962,340,VG-VGEX,2020-12-15,6,4.86
Don Drysdale,1962,340,VG-VGEX,2020-12-10,3,7.07
Don Drysdale,1962,340,EX-EXMINT,2020-12-06,9,17.5
Don Drysdale,1962,340,LOW GRADE (crease),2020-12-04,9,4.6
Don Drysdale,1962,340,NR-MINT,2020-11-30,10,20.5
Don Drysdale,1962,340,LOW GRADE (crease),2020-11-27,5,4.86
Don Drysdale,1962,340,LOW GRADE (crease),2020-11-27,4,4.69
Don Drysdale,1962,340,VG-VGEX (wrinkle),2020-11-20,8,8.5
Don Drysdale,1962,340,VG-VGEX,2020-11-16,6,6
Don Drysdale,1962,340,VG-VGEX,2020-10-31,13,16.5
Don Drysdale,1962,340,LOW GRADE,2020-10-30,5,4.05
Don Drysdale,1962,340,VG-VGEX,2020-10-15,9,13.01
Don Drysdale,1962,340,VG-VGEX,2020-10-07,2,9.47
Yogi Berra,1962,360,LOW GRADE (crease),2021-01-02,13,14.38
Yogi Berra,1962,360,LOW GRADE,2021-01-02,11,18.08
Yogi Berra,1962,360,VG- VGEX,2020-12-23,18,35
Yogi Berra,1962,360,NR-MINT,2020-12-06,16,136
Yogi Berra,1962,360,EX-EXMINT,2020-11-30,13,42.78
Yogi Berra,1962,360,LOW GRADE (crease),2020-11-27,8,11.5
Yogi Berra,1962,360,LOW GRADE,2020-11-27,7,14.5
Yogi Berra,1962,360,VG-VGEX,2020-11-21,18,22
Yogi Berra,1962,360,VG-VGEX (crease),2020-11-20,9,19.72
Yogi Berra,1962,360,EX-EXMINT,2020-11-16,16,36
Yogi Berra,1962,360,EX-EXMINT,2020-11-10,15,50
Yogi Berra,1962,360,VG-VGEX,2020-11-03,11,40
Yogi Berra,1962,360,VG-VGEX,2020-10-31,8,23.74
Yogi Berra,1962,360,LOW GRADE (crease),2020-10-30,7,14.61
Yogi Berra,1962,360,VG-VGEX (crease),2020-10-23,11,16.51
Yogi Berra,1962,360,EX-EXMINT,2020-10-15,20,97
Yogi Berra,1962,360,VG-VGEX (wrinkle),2020-10-09,6,18.26
Yogi Berra,1962,360,LOW GRADE,2020-10-09,13,19.31
Early Wynn,1962,385,VG-VGEX (wrinkle),2021-01-02,6,5.5
Early Wynn,1962,385,LOW GRADE (crease),2021-01-02,3,1.51
Early Wynn,1962,385,VG-VGEX,2020-12-19,6,3.25
Early Wynn,1962,385,LOW GRADE (crease),2020-12-18,3,1.34
Early Wynn,1962,385,LOW GRADE (crease),2020-12-18,3,2.97
Early Wynn,1962,385,VG-VGEX,2020-12-15,3,1.84
Early Wynn,1962,385,EX-EXMINT,2020-12-10,7,4.2
Early Wynn,1962,385,EX-EXMINT,2020-12-06,8,11.06
Early Wynn,1962,385,EX-EXMINT,2020-11-30,5,3.75
Early Wynn,1962,385,EX-EXMINT,2020-11-25,9,11.27
Early Wynn,1962,385,VG-VGEX,2020-11-21,3,2
Early Wynn,1962,385,LOW GRADE,2020-11-13,4,2
Early Wynn,1962,385,VG-VGEX,2020-10-31,4,4.01
Early Wynn,1962,385,EX-EXMINT,2020-10-26,4,9.25
Early Wynn,1962,385,VG-VGEX (wrinkle),2020-10-16,5,2.51
Early Wynn,1962,385,VG-VGEX,2020-10-15,6,2.5
Duke Snider,1962,500,VG-VGEX (wrinkle),2021-01-02,9,15.5
Duke Snider,1962,500,VG- VGEX,2020-12-23,9,26
Duke Snider,1962,500,VG-VGEX,2020-12-22,11,23.5
Duke Snider,1962,500,VG-VGEX,2020-12-10,8,8.79
Duke Snider,1962,500,LOW GRADE (filler),2020-11-27,8,6.5
Duke Snider,1962,500,VG-VGEX,2020-11-21,10,7.5
Duke Snider,1962,500,LOW GRADE,2020-11-20,6,5.8
Duke Snider,1962,500,VG-VGEX,2020-11-16,19,30.76
Duke Snider,1962,500,VG-VGEX,2020-11-09,8,9.25
Duke Snider,1962,500,VG-VGEX,2020-10-31,10,9.5
Duke Snider,1962,500,LOW GRADE (crease),2020-10-30,6,5.08
Duke Snider,1962,500,VG-VGEX,2020-10-15,11,15.5
Juan Marichal,1962,505,VG-VGEX (crease),2021-01-02,4,6.5
Juan Marichal,1962,505,VG-VGEX,2020-12-06,11,12.77
Juan Marichal,1962,505,EX-EXMINT,2020-11-30,17,24.77
Juan Marichal,1962,505,LOW GRADE (crease),2020-11-27,6,4.59
Juan Marichal,1962,505,VG-VGEX,2020-11-21,6,6.5
Juan Marichal,1962,505,LOW GRADE,2020-11-13,6,5.5
Juan Marichal,1962,505,VG-VGEX,2020-11-03,8,13.5
Juan Marichal,1962,505,VG-VGEX,2020-10-31,5,5.02
Juan Marichal,1962,505,VG-VGEX,2020-10-26,7,11.7
Juan Marichal,1962,505,EX-EXMINT,2020-10-15,9,32
Hoyt Wilhelm,1962,545,VG-VGEX (crease),2021-01-02,15,31
Hoyt Wilhelm,1962,545,LOW GRADE (crease),2021-01-02,10,32.33
Hoyt Wilhelm,1962,545,EX-EXMINT,2020-12-06,22,41.01
Hoyt Wilhelm,1962,545,EX-EXMINT,2020-11-30,14,31
Hoyt Wilhelm,1962,545,LOW GRADE,2020-11-20,8,23.38
Hoyt Wilhelm,1962,545,VG-VGEX,2020-11-16,8,8.56
Hoyt Wilhelm,1962,545,LOW GRADE (filler),2020-10-30,5,6.5
Hoyt Wilhelm,1962,545,VG-VGEX,2020-10-18,6,8.62
Hoyt Wilhelm,1962,545,VG-VGEX,2020-10-15,15,28.01
Hoyt Wilhelm,1963,108,VG-VGEX (crease),2020-12-26,6,4.84
Hoyt Wilhelm,1963,108,EX-EXMINT,2020-12-22,9,9.49
Hoyt Wilhelm,1963,108,EX-EXMINT,2020-12-19,10,10
Hoyt Wilhelm,1963,108,LOW GRADE (filler),2020-12-18,4,2.65
