name,year,number,price,own,lot_name,remaining_price,url,front_url,back_url
Ron Santo,1967,70,3.13,,,3.13,/ViewCard.cfm/sid/66/cid/13674/1967-Topps-70-Ron-Santo,/Images/Cards/Baseball/66/66-70Fr.jpg,/Images/Cards/Baseball/66/66-70Bk.jpg
Pete Rose,1967,430,20.5,,,20.5,/ViewCard.cfm/sid/66/cid/14041/1967-Topps-430-Pete-Rose,/Images/Cards/Baseball/66/66-14041RepFr.jpg,/Images/Cards/Baseball/66/66-14041RepBk.jpg
Bill Mazeroski,1967,510,15,,,15,/ViewCard.cfm/sid/66/cid/14123/1967-Topps-510-Bill-Mazeroski,/Images/Cards/Baseball/66/66-510Fr.jpg,/Images/Cards/Baseball/66/66-510Bk.jpg
Jim Bunning,1967,560,56,,,56,/ViewCard.cfm/sid/66/cid/14173/1967-Topps-560-Jim-Bunning,/Images/Cards/Baseball/66/66-560Fr.jpg,/Images/Cards/Baseball/66/66-560Bk.jpg
Orlando Cepeda,1968,200,3,,,3,/ViewCard.cfm/sid/68/cid/29755/1968-Topps-200-Orlando-Cepeda,/Images/Cards/Baseball/68/68-200Fr.jpg,/Images/Cards/Baseball/68/68-200Bk.jpg
Jim Bunning,1968,215,1.25,,,1.25,/ViewCard.cfm/sid/68/cid/29770/1968-Topps-215-Jim-Bunning,/Images/Cards/Baseball/68/68-215Fr.jpg,/Images/Cards/Baseball/68/68-215Bk.jpg
Pete Rose,1968,230,24,,,24,/ViewCard.cfm/sid/68/cid/29785/1968-Topps-230-Pete-Rose,/Images/Cards/Baseball/68/68-29785RepFr.jpg,/Images/Cards/Baseball/68/68-29785RepBk.jpg
Ron Santo,1968,235,1.5,,,1.5,/ViewCard.cfm/sid/68/cid/29790/1968-Topps-235-Ron-Santo,/Images/Cards/Baseball/68/68-235Fr.jpg,/Images/Cards/Baseball/68/68-235Bk.jpg
Bill Mazeroski,1968,390,2.5,,,2.5,/ViewCard.cfm/sid/68/cid/29947/1968-Topps-390-Bill-Mazeroski,/Images/Cards/Baseball/68/68-390Fr.jpg,/Images/Cards/Baseball/68/68-390Bk.jpg
Pete Rose,1969,120,15.5,,,15.5,/ViewCard.cfm/sid/69/cid/30326/1969-Topps-120-Pete-Rose,/Images/Cards/Baseball/69/69-30326RepFr.jpg,/Images/Cards/Baseball/69/69-30326RepBk.jpg
Jim Bunning,1969,175,2.5,,,2.5,/ViewCard.cfm/sid/69/cid/30382/1969-Topps-175-Jim-Bunning,/Images/Cards/Baseball/69/69-175Fr.jpg,/Images/Cards/Baseball/69/69-175Bk.jpg
Bill Mazeroski,1969,335,4,,,4,/ViewCard.cfm/sid/69/cid/30543/1969-Topps-335-Bill-Mazeroski,/Images/Cards/Baseball/69/69-335Fr.jpg,/Images/Cards/Baseball/69/69-335Bk.jpg
Orlando Cepeda,1969,385,1.75,,,1.75,/ViewCard.cfm/sid/69/cid/30593/1969-Topps-385-Orlando-Cepeda,/Images/Cards/Baseball/69/69-385Fr.jpg,/Images/Cards/Baseball/69/69-385Bk.jpg
Ron Santo,1969,570,5,,,5,/ViewCard.cfm/sid/69/cid/30801/1969-Topps-570-Ron-Santo,/Images/Cards/Baseball/69/69-570Fr.jpg,/Images/Cards/Baseball/69/69-570Bk.jpg
Jim Bunning,1970,403,2,,,2,/ViewCard.cfm/sid/70/cid/15235/1970-Topps-403-Jim-Bunning,/Images/Cards/Baseball/70/70-403Fr.jpg,/Images/Cards/Baseball/70/70-403Bk.jpg
