year,number,name,team,card_url
2002,164,Jimmy Rollins,Philadelphia Phillies,/ViewCard.cfm/sid/1562/cid/303253/2002-Topps-164-Jimmy-Rollins
2002,225,Ichiro,Seattle Mariners,/ViewCard.cfm/sid/1562/cid/303314/2002-Topps-225-Ichiro
2002,403,Craig Wilson,Pittsburgh Pirates,/ViewCard.cfm/sid/1562/cid/303564/2002-Topps-403-Craig-Wilson
2002,440,Adam Dunn,Cincinnati Reds,/ViewCard.cfm/sid/1562/cid/303601/2002-Topps-440-Adam-Dunn
2002,563,Shawn Wooten,Anaheim Angels,/ViewCard.cfm/sid/1562/cid/303724/2002-Topps-563-Shawn-Wooten
2002,605,Tsuyoshi Shinjo,San Francisco Giants,/ViewCard.cfm/sid/1562/cid/303766/2002-Topps-605-Tsuyoshi-Shinjo
2003,40,Eric Hinske,Toronto Blue Jays,/ViewCard.cfm/sid/1642/cid/32389/2003-Topps-40-Eric-Hinske
2003,59,Brad Wilkerson,Montreal Expos,/ViewCard.cfm/sid/1642/cid/32408/2003-Topps-59-Brad-Wilkerson
2003,70,Austin Kearns,Cincinnati Reds,/ViewCard.cfm/sid/1642/cid/32419/2003-Topps-70-Austin-Kearns
2003,131,Geronimo Gil,Baltimore Orioles,/ViewCard.cfm/sid/1642/cid/32480/2003-Topps-131-Geronimo-Gil
2003,138,Jason Jennings,Colorado Rockies,/ViewCard.cfm/sid/1642/cid/32487/2003-Topps-138-Jason-Jennings
2003,141,Ramon Santiago,Detroit Tigers,/ViewCard.cfm/sid/1642/cid/32490/2003-Topps-141-Ramon-Santiago
2003,237,Alex Sanchez,Milwaukee Brewers,/ViewCard.cfm/sid/1642/cid/32586/2003-Topps-237-Alex-Sanchez
2003,387,Nick Johnson,New York Yankees,/ViewCard.cfm/sid/1642/cid/32736/2003-Topps-387-Nick-Johnson
2003,388,Mark Ellis,Oakland Athletics,/ViewCard.cfm/sid/1642/cid/32737/2003-Topps-388-Mark-Ellis
2003,537,Damian Moss,San Francisco Giants,/ViewCard.cfm/sid/1642/cid/32886/2003-Topps-537-Damian-Moss
2004,62,Ty Wigginton,New York Mets,/ViewCard.cfm/sid/1727/cid/210411/2004-Topps-62-Ty-Wigginton
2004,84,Miguel Olivo,Chicago White Sox,/ViewCard.cfm/sid/1727/cid/210433/2004-Topps-84-Miguel-Olivo
2004,173,Angel Berroa,Kansas City Royals,/ViewCard.cfm/sid/1727/cid/210522/2004-Topps-173-Angel-Berroa
2004,203,Bo Hart,St. Louis Cardinals,/ViewCard.cfm/sid/1727/cid/210552/2004-Topps-203-Bo-Hart
2004,240,Rocco Baldelli,Tampa Bay Devil Rays,/ViewCard.cfm/sid/1727/cid/210589/2004-Topps-240-Rocco-Baldelli
2004,378,Scott Podsednik,Milwaukee Brewers,/ViewCard.cfm/sid/1727/cid/210727/2004-Topps-378-Scott-Podsednik
2004,400,Dontrelle Willis,Florida Marlins,/ViewCard.cfm/sid/1727/cid/210749/2004-Topps-400-Dontrelle-Willis
2004,502,Brandon Webb,Arizona Diamondbacks,/ViewCard.cfm/sid/1727/cid/210851/2004-Topps-502-Brandon-Webb
2004,527,Mark Teixeira,Texas Rangers,/ViewCard.cfm/sid/1727/cid/210876/2004-Topps-527-Mark-Teixeira
2004,531,Robby Hammock,Arizona Diamondbacks,/ViewCard.cfm/sid/1727/cid/210880/2004-Topps-531-Robby-Hammock
2004,592,Jody Gerut,Cleveland Indians,/ViewCard.cfm/sid/1727/cid/210941/2004-Topps-592-Jody-Gerut
2005,12,Jason Bay,Pittsburgh Pirates,/ViewCard.cfm/sid/1824/cid/211136/2005-Topps-12-Jason-Bay
2005,136,Matt Holliday,Colorado Rockies,/ViewCard.cfm/sid/1824/cid/211260/2005-Topps-136-Matt-Holliday
2005,212,Chad Tracy,Arizona Diamondbacks,/ViewCard.cfm/sid/1824/cid/211336/2005-Topps-212-Chad-Tracy
2005,256,Khalil Greene,San Diego Padres,/ViewCard.cfm/sid/1824/cid/211380/2005-Topps-256-Khalil-Greene
2005,418,Terrmel Sledge,Washington Nationals,/ViewCard.cfm/sid/1824/cid/211542/2005-Topps-418-Terrmel-Sledge
2005,454,Mike Gonzalez,Pittsburgh Pirates,/ViewCard.cfm/sid/1824/cid/211578/2005-Topps-454-Mike-Gonzalez
2005,510,Joe Mauer,Minnesota Twins,/ViewCard.cfm/sid/1824/cid/211634/2005-Topps-510-Joe-Mauer
2005,531,Daniel Cabrera,Baltimore Orioles,/ViewCard.cfm/sid/1824/cid/211655/2005-Topps-531-Daniel-Cabrera
2005,537,Aaron Miles,Colorado Rockies,/ViewCard.cfm/sid/1824/cid/211661/2005-Topps-537-Aaron-Miles
2005,624,Adam LaRoche,Atlanta Braves,/ViewCard.cfm/sid/1824/cid/211748/2005-Topps-624-Adam-LaRoche
2006,3,Garrett Atkins,Colorado Rockies,/ViewCard.cfm/sid/1930/cid/207133/2006-Topps-3-Garrett-Atkins
2006,13,Tadahito Iguchi,Chicago White Sox,/ViewCard.cfm/sid/1930/cid/207143/2006-Topps-13-Tadahito-Iguchi
2006,23,Jonny Gomes,Tampa Bay Devil Rays,/ViewCard.cfm/sid/1930/cid/207153/2006-Topps-23-Jonny-Gomes
2006,48,Dan Johnson,Oakland Athletics,/ViewCard.cfm/sid/1930/cid/207178/2006-Topps-48-Dan-Johnson
2006,82,Huston Street,Oakland Athletics,/ViewCard.cfm/sid/1930/cid/207212/2006-Topps-82-Huston-Street
2006,132,Russ Adams,Toronto Blue Jays,/ViewCard.cfm/sid/1930/cid/207262/2006-Topps-132-Russ-Adams
2006,362,Brian McCann,Atlanta Braves,/ViewCard.cfm/sid/1930/cid/207497/2006-Topps-362-Brian-McCann
2006,445,Jeff Francoeur,Atlanta Braves,/ViewCard.cfm/sid/1930/cid/207580/2006-Topps-445-Jeff-Francoeur
2006,540,Gustavo Chacin,Toronto Blue Jays,/ViewCard.cfm/sid/1930/cid/207675/2006-Topps-540-Gustavo-Chacin
2007,45,Andre Ethier,Los Angeles Dodgers,/ViewCard.cfm/sid/1977/cid/193358/2007-Topps-45-Andre-Ethier
2007,65,Dan Uggla,Florida Marlins,/ViewCard.cfm/sid/1977/cid/193378/2007-Topps-65-Dan-Uggla
2007,113,Nick Markakis,Baltimore Orioles,/ViewCard.cfm/sid/1977/cid/193426/2007-Topps-113-Nick-Markakis
2007,139,Prince Fielder,Milwaukee Brewers,/ViewCard.cfm/sid/1977/cid/193453/2007-Topps-139-Prince-Fielder
2007,160,Justin Verlander,Detroit Tigers,/ViewCard.cfm/sid/1977/cid/193474/2007-Topps-160-Justin-Verlander
2007,421,Melky Cabrera,New York Yankees,/ViewCard.cfm/sid/1977/cid/193738/2007-Topps-421-Melky-Cabrera
2007,449,Francisco Liriano,Minnesota Twins,/ViewCard.cfm/sid/1977/cid/193767/2007-Topps-449-Francisco-Liriano
2007,463,Russell Martin,Los Angeles Dodgers,/ViewCard.cfm/sid/1977/cid/193781/2007-Topps-463-Russell-Martin
2007,467,Hanley Ramirez,Florida Marlins,/ViewCard.cfm/sid/1977/cid/193785/2007-Topps-467-Hanley-Ramirez
2007,600,Ryan Zimmerman,Washington Nationals,/ViewCard.cfm/sid/1977/cid/193919/2007-Topps-600-Ryan-Zimmerman
2008,175,Delmon Young,Tampa Bay Rays,/ViewCard.cfm/sid/6625/cid/57025/2008-Topps-175-Delmon-Young
2008,225,Hunter Pence,Houston Astros,/ViewCard.cfm/sid/6625/cid/57075/2008-Topps-225-Hunter-Pence
2008,229,Dustin Pedroia,Boston Red Sox,/ViewCard.cfm/sid/6625/cid/57079/2008-Topps-229-Dustin-Pedroia
2008,269,James Loney,Los Angeles Dodgers,/ViewCard.cfm/sid/6625/cid/57120/2008-Topps-269-James-Loney
2008,281,Carlos Ruiz,Philadelphia Phillies,/ViewCard.cfm/sid/6625/cid/57132/2008-Topps-281-Carlos-Ruiz
2008,379,Hideki Okajima,Boston Red Sox,/ViewCard.cfm/sid/6625/cid/57230/2008-Topps-379-Hideki-Okajima
2008,385,Troy Tulowitzki,Colorado Rockies,/ViewCard.cfm/sid/6625/cid/57236/2008-Topps-385-Troy-Tulowitzki
2008,430,Ryan Braun,Milwaukee Brewers,/ViewCard.cfm/sid/6625/cid/57281/2008-Topps-430-Ryan-Braun
2008,545,Chris Young,Arizona Diamondbacks,/ViewCard.cfm/sid/6625/cid/57396/2008-Topps-545-Chris-Young
2008,585,Brian Bannister,Kansas City Royals,/ViewCard.cfm/sid/6625/cid/57436/2008-Topps-585-Brian-Bannister
2009,46,Brad Ziegler,Oakland Athletics,/ViewCard.cfm/sid/9074/cid/259299/2009-Topps-46-Brad-Ziegler
2009,160,Evan Longoria,Tampa Bay Rays,/ViewCard.cfm/sid/9074/cid/259416/2009-Topps-160-Evan-Longoria
2009,210,Geovany Soto,Chicago Cubs,/ViewCard.cfm/sid/9074/cid/259470/2009-Topps-210-Geovany-Soto
2009,212,Denard Span,Minnesota Twins,/ViewCard.cfm/sid/9074/cid/259473/2009-Topps-212-Denard-Span
2009,220,Jay Bruce,Cincinnati Reds,/ViewCard.cfm/sid/9074/cid/259481/2009-Topps-220-Jay-Bruce
2009,354,Mike Aviles,Kansas City Royals,/ViewCard.cfm/sid/9074/cid/259624/2009-Topps-354-Mike-Aviles
2009,390,Joey Votto,Cincinnati Reds,/ViewCard.cfm/sid/9074/cid/259661/2009-Topps-390-Joey-Votto
2009,483,John Lannan,Washington Nationals,/ViewCard.cfm/sid/9074/cid/259758/2009-Topps-483-John-Lannan
2010,89,J.A. Happ,Philadelphia Phillies,/ViewCard.cfm/sid/9821/cid/417137/2010-Topps-89-J.A.-Happ
2010,110,Andrew McCutchen,Pittsburgh Pirates,/ViewCard.cfm/sid/9821/cid/417162/2010-Topps-110-Andrew-McCutchen
2010,115,Gordon Beckham,Chicago White Sox,/ViewCard.cfm/sid/9821/cid/417168/2010-Topps-115-Gordon-Beckham
2010,205,Chris Coghlan,Florida Marlins,/ViewCard.cfm/sid/9821/cid/417268/2010-Topps-205-Chris-Coghlan
2010,310,Elvis Andrus,Texas Rangers,/ViewCard.cfm/sid/9821/cid/417380/2010-Topps-310-Elvis-Andrus
2011,24,Neil Walker,Pittsburgh Pirates,/ViewCard.cfm/sid/48224/cid/534454/2011-Topps-24-Neil-Walker
2011,59,Gaby Sanchez,Florida Marlins,/ViewCard.cfm/sid/48224/cid/534489/2011-Topps-59-Gaby-Sanchez
2011,135,Mike Stanton,Florida Marlins,/ViewCard.cfm/sid/48224/cid/534565/2011-Topps-135-Mike-Stanton
2011,183,Stephen Strasburg,Washington Nationals,/ViewCard.cfm/sid/48224/cid/534613/2011-Topps-183-Stephen-Strasburg
2011,198,Buster Posey,San Francisco Giants,/ViewCard.cfm/sid/48224/cid/534628/2011-Topps-198-Buster-Posey
2011,387,Danny Valencia ,Minnesota Twins,/ViewCard.cfm/sid/48224/cid/1877368/2011-Topps-387-Danny-Valencia-
2011,394,Austin Jackson ,Detroit Tigers,/ViewCard.cfm/sid/48224/cid/1877375/2011-Topps-394-Austin-Jackson-
2011,600,Neftali Feliz ,Texas Rangers,/ViewCard.cfm/sid/48224/cid/1877581/2011-Topps-600-Neftali-Feliz-
2011,635,Jason Heyward ,Atlanta Braves,/ViewCard.cfm/sid/48224/cid/1877616/2011-Topps-635-Jason-Heyward-
2011,643,Jaime Garcia ,St. Louis Cardinals,/ViewCard.cfm/sid/48224/cid/1877624/2011-Topps-643-Jaime-Garcia-
